8.09197	5.23259	7.74919	11.3283	9.60469	7.44312	7.32462	2.88617	2.78927	1.07703	0	2.54951	5.48179	15.5929	14.5499	17.2662	13.3222	9.61509	5.40833	5.91354	4.01123	5.70088	6.8	8.06226	8.96939	7.5326	7.57694	9.7591	13.8658	10.933	8.59069	7.90569	
6.30714	6.37809	8.5	11.2929	9.36216	7.10634	7.47329	3.94081	2.84253	2.94279	2.54951	0	4.92443	15.0213	13.5204	15.8751	11.5836	8.29759	3.20156	3.40147	1.51327	3.60555	5.09313	7.02139	6.98928	5.004	5.1	7.79359	11.7796	8.3863	6.04152	6.32456	
3.90513	3.74833	4.47214	6.39062	4.43847	2.18403	2.82843	3.26496	2.69258	4.66155	5.48179	4.92443	0	10.2044	9.07579	11.9202	8.4386	4.39318	3.86005	5.4037	5.6356	7.9404	9.66488	11.868	11.1041	7.64003	6.09262	5.66127	9.66075	10.0658	7.82624	3.32415	
9.9368	11.5169	9.25905	4.88774	6.06383	8.14985	8.51646	12.9248	12.839	14.6513	15.5929	15.0213	10.2044	0	3.05287	5.70088	7.70065	7.3736	12.8098	14.1481	15.373	17.4195	19.188	21.6541	20.0192	15.8959	13.6693	9.91262	10.3228	16.5303	15.2506	9.4255	
7.75242	11.3225	9.5483	5.72451	5.87282	7.38241	8.2201	12.1742	11.7644	13.7295	14.5499	13.5204	9.07579	3.05287	0	3.53553	4.67547	5.3	10.9018	12.0702	13.6033	15.4467	17.1843	19.7428	17.7564	13.5823	11.3265	7.33894	7.28011	13.8235	12.7758	7.4027	
9.65401	14.5911	12.9958	9.25905	9.2957	10.5262	11.5278	15.1476	14.5362	16.5529	17.2662	15.8751	11.9202	5.70088	3.53553	0	4.81664	7.65572	12.9294	13.8177	15.6732	17.2052	18.8521	21.4756	19.0213	14.9003	12.7063	8.6209	6.67083	14.3098	13.8362	9.55092	
5.28394	11.7992	10.9731	8.61452	7.59539	7.78203	9.1	11.6726	10.7713	12.7781	13.3222	11.5836	8.4386	7.70065	4.67547	4.81664	0	4.134	8.46936	9.16788	11.1665	12.5132	14.1152	16.7451	14.2088	10.1045	7.9404	3.92938	2.64197	9.58175	9.01998	5.42033	
2.5632	7.66616	7.0214	5.77062	4.12311	3.7	5.06952	7.65768	6.91158	8.93588	9.61509	8.29759	4.39318	7.3736	5.3	7.65572	4.134	0	5.60357	6.82495	8.30542	10.171	11.9218	14.4586	12.6491	8.5235	6.30714	2.96816	5.86941	9.47945	7.9404	2.1095	
3.27567	7.00928	8.3006	9.84784	7.82304	5.74891	6.67083	5.20384	3.81182	5.29245	5.40833	3.20156	3.86005	12.8098	10.9018	12.9294	8.46936	5.60357	0	1.55563	2.7459	4.60977	6.37887	8.86848	7.44312	3.78021	2.502	4.61411	8.57963	6.43273	4.08044	3.5	
4.31857	8.38153	9.81835	11.3719	9.34773	7.3	8.22192	6.36396	4.96488	6.06712	5.91354	3.40147	5.4037	14.1481	12.0702	13.8177	9.16788	6.82495	1.55563	0	2.26274	3.40147	5.11566	7.7	5.94811	2.24722	1.72047	5.23928	8.83233	5.20385	2.80179	4.72969	
6.0208	7.6844	9.62081	12.0017	10.009	7.78781	8.37616	5.32353	4.08044	4.45533	4.01123	1.51327	5.6356	15.373	13.6033	15.6732	11.1665	8.30542	2.7459	2.26274	0	2.34308	4.03113	6.30635	5.67274	3.52278	3.96989	7.26154	11.0386	6.94262	4.64866	6.22013	
7.70584	9.96394	11.9604	14.2664	12.2577	10.0648	10.7075	7.5452	6.37809	6.40781	5.70088	3.60555	7.9404	17.4195	15.4467	17.2052	12.5132	10.171	4.60977	3.40147	2.34308	0	1.772	4.30116	3.38378	2.97321	4.64866	8.59884	11.9231	6.19112	4.39318	8.06226	
9.43398	11.4586	13.5724	16.0153	14.0118	11.8068	12.402	8.99389	7.93095	7.65506	6.8	5.09313	9.66488	19.188	17.1843	18.8521	14.1152	11.9218	6.37887	5.11566	4.03113	1.772	0	2.63059	2.30868	4.17852	6.18142	10.2313	13.3454	6.8593	5.54617	9.81529	
12.0067	13.14	15.4548	18.2584	16.2865	14.0456	14.4931	10.6607	9.81122	9.06863	8.06226	7.02139	11.868	21.6541	19.7428	21.4756	16.7451	14.4586	8.86848	7.7	6.30635	4.30116	2.63059	0	3.61248	6.772	8.81192	12.8561	15.948	9.12634	8.09938	12.3491	
10.0881	13.3405	15.2742	17.2887	15.2643	13.1488	13.9176	10.9289	9.74526	9.74936	8.96939	6.98928	11.1041	20.0192	17.7564	19.0213	14.2088	12.6491	7.44312	5.94811	5.67274	3.38378	2.30868	3.61248	0	4.17732	6.43273	10.5076	13.025	5.67979	5.20096	10.6042	
5.96154	10.5849	12.0652	13.4629	11.4477	9.47523	10.4484	8.46463	7.08802	7.90569	7.5326	5.004	7.64003	15.8959	13.5823	14.9003	10.1045	8.5235	3.78021	2.24722	3.52278	2.97321	4.17852	6.772	4.17732	0	2.2561	6.33877	9.17605	3.44819	1.42127	6.52993	
3.75899	9.47259	10.5603	11.463	9.47523	7.66094	8.7818	7.70065	6.30317	7.64003	7.57694	5.1	6.09262	13.6693	11.3265	12.7063	7.9404	6.30714	2.502	1.72047	3.96989	4.64866	6.18142	8.81192	6.43273	2.2561	0	4.10488	7.29178	3.98497	1.78045	4.38292	
1.78885	9.38616	9.40479	8.73213	7.00071	6.01332	7.40608	8.59593	7.46324	9.3723	9.7591	7.79359	5.66127	9.91262	7.33894	8.6209	3.92938	2.96816	4.61411	5.23928	7.26154	8.59884	10.2313	12.8561	10.5076	6.33877	4.10488	0	4.14005	6.64003	5.44059	2.35372	
5.90762	13.2966	12.8891	11.0476	9.80051	9.53415	10.9238	12.7094	11.6017	13.5093	13.8658	11.7796	9.66075	10.3228	7.28011	6.67083	2.64197	5.86941	8.57963	8.83233	11.0386	11.9231	13.3454	15.948	13.025	9.17605	7.29178	4.14005	0	7.83135	7.88543	6.35295	
7.18401	13.4391	14.5231	15.0572	13.14	11.5104	12.7012	11.5525	10.1494	11.2219	10.933	8.3863	10.0658	16.5303	13.8235	14.3098	9.58175	9.47945	6.43273	5.20385	6.94262	6.19112	6.8593	9.12634	5.67979	3.44819	3.98497	6.64003	7.83135	0	2.40208	7.92023	
5.44059	11.086	12.2984	13.2246	11.245	9.44034	10.5475	9.15478	7.75242	8.83629	8.59069	6.04152	7.82624	15.2506	12.7758	13.8362	9.01998	7.9404	4.08044	2.80179	4.64866	4.39318	5.54617	8.09938	5.20096	1.42127	1.78045	5.44059	7.88543	2.40208	0	6.10737	
0.761577	7.0342	7.14493	7.15052	5.22015	3.80789	5.16236	6.38201	5.37401	7.36614	7.90569	6.32456	3.32415	9.4255	7.4027	9.55092	5.42033	2.1095	3.5	4.72969	6.22013	8.06226	9.81529	12.3491	10.6042	6.52993	4.38292	2.35372	6.35295	7.92023	6.10737	0	
